Parent,ID,Generations,Start,Split,Lifespan,Parent,ID,Valid,Left Frame,Generation,C.Start,C.Split,C.Lifespan,,Notes,Rate,progeny.id,progeny.events,population.time,progeny.mle,,,,,,,,
0,669,1,18,564,9.1,0,669,,0,,3,94,9.1,,,0.07617002,669,1,79.2,0.012626263,,,,,,,,
669,944,2,570,2844,37.9,669,944,,0,,95,474,37.9,,,0.018288844,669,NA,NA,NA,,,,,,,,
669,2643,2,570,2502,32.2,669,2643,,0,,95,417,32.2,,,0.02152631,669,NA,NA,NA,,,,,,,,
0,670,1,18,618,10,0,670,,0,,3,103,10,,,0.069314718,670,3,134.9,0.022238695,,,,,,,,
670,1527,2,624,1944,22,670,1527,,0,,104,324,22,,,0.03150669,670,NA,NA,NA,,,,,,,,
2810,1590,2,1614,3294,28,2810,1590,,0,,269,549,28,,,0.024755256,670,NA,NA,NA,,,,,,,,
670,2810,2,624,1614,16.5,670,2810,,0,,104,269,16.5,,,0.04200892,670,NA,NA,NA,,,,,,,,
2810,2811,2,1614,2646,17.2,2810,2811,,0,,269,441,17.2,,,0.040299255,670,NA,NA,NA,,,,,,,,
1527,1276,3,1950,3078,18.8,1527,1276,,0,,325,513,18.8,,,0.036869531,670,NA,NA,NA,,,,,,,,
1527,2762,3,1950,3294,22.4,1527,2762,,0,,325,549,22.4,,,0.030944071,670,NA,NA,NA,,,,,,,,
0,1486,1,18,1152,18.9,0,1486,,0,,3,192,18.9,,,0.036674454,1486,1,78.9,0.012674271,,,,,,,,
1486,704,2,1158,2622,24.4,1486,704,,0,,193,437,24.4,,,0.028407671,1486,NA,NA,NA,,,,,,,,
1486,2559,2,1158,3294,35.6,1486,2559,,0,,193,549,35.6,,,0.019470426,1486,NA,NA,NA,,,,,,,,
0,1500,1,18,312,4.9,0,1500,,0,,3,52,4.9,,,0.141458608,1500,10,227.1,0.044033465,,,,,,,,
2560,705,2,1200,2250,17.5,2560,705,,0,,200,375,17.5,,,0.03960841,1500,NA,NA,NA,,,,,,,,
1500,1514,2,318,1218,15,1500,1514,,0,,53,203,15,,,0.046209812,1500,NA,NA,NA,,,,,,,,
2561,1695,2,2202,3294,18.2,2561,1695,,0,,367,549,18.2,,,0.03808501,1500,NA,NA,NA,,,,,,,,
1500,2560,2,318,1200,14.7,1500,2560,,0,,53,200,14.7,,,0.047152869,1500,NA,NA,NA,,,,,,,,
2560,2561,2,1200,2202,16.7,2560,2561,,0,,200,367,16.7,,,0.041505819,1500,NA,NA,NA,,,,,,,,
2561,2562,2,2202,3294,18.2,2561,2562,,0,,367,549,18.2,,,0.03808501,1500,NA,NA,NA,,,,,,,,
2623,854,3,2226,2340,1.9,2623,854,,0,,371,390,1.9,,,0.364814306,1500,NA,NA,NA,,,,,,,,
2624,1046,3,2256,2868,10.2,2624,1046,,0,,376,478,10.2,,,0.067955606,1500,NA,NA,NA,,,,,,,,
1514,1553,3,1224,3294,34.5,1514,1553,,0,,204,549,34.5,,,0.020091223,1500,NA,NA,NA,,,,,,,,
705,1709,3,2256,2340,1.4,705,1709,,0,,376,390,1.4,,,0.495105129,1500,NA,NA,NA,,,,,,,,
1514,2623,3,1224,2226,16.7,1514,2623,,0,,204,371,16.7,,,0.041505819,1500,NA,NA,NA,,,,,,,,
2623,2624,3,2226,2256,0.5,2623,2624,,0,,371,376,0.5,,,1.386294361,1500,NA,NA,NA,,,,,,,,
2624,2625,3,2256,3294,17.3,2624,2625,,0,,376,549,17.3,,,0.040066311,1500,NA,NA,NA,,,,,,,,
705,2874,3,2256,2406,2.5,705,2874,,0,,376,401,2.5,,,0.277258872,1500,NA,NA,NA,,,,,,,,
854,883,4,2346,2460,1.9,854,883,,0,,391,410,1.9,,,0.364814306,1500,NA,NA,NA,,,,,,,,
1709,884,4,2346,2610,4.4,1709,884,,0,,391,435,4.4,,,0.15753345,1500,NA,NA,NA,,,,,,,,
854,2630,4,2346,2400,0.9,854,2630,,0,,391,400,0.9,,,0.770163534,1500,NA,NA,NA,,,,,,,,
1709,2631,4,2346,3294,15.8,1709,2631,,0,,391,549,15.8,,,0.043870075,1500,NA,NA,NA,,,,,,,,
883,1775,5,2466,3294,13.8,883,1775,,0,,411,549,13.8,,,0.050228057,1500,NA,NA,NA,,,,,,,,
883,2891,5,2466,2472,0.1,883,2891,,0,,411,412,0.1,,,6.931471806,1500,NA,NA,NA,,,,,,,,
0,1499,1,18,186,2.8,0,1499,,0,,3,31,2.8,,,0.247552564,1499,3,158.8,0.018891688,,,,,,,,
1499,1511,2,192,1308,18.6,1499,1511,,0,,32,218,18.6,,,0.037265977,1499,NA,NA,NA,,,,,,,,
2806,1571,2,1380,3294,31.9,2806,1571,,0,,230,549,31.9,,,0.021728752,1499,NA,NA,NA,,,,,,,,
1499,2806,2,192,1380,19.8,1499,2806,,0,,32,230,19.8,,,0.035007433,1499,NA,NA,NA,,,,,,,,
2806,2807,2,1380,3294,31.9,2806,2807,,0,,230,549,31.9,,,0.021728752,1499,NA,NA,NA,,,,,,,,
1511,712,3,1314,2562,20.8,1511,712,,0,,219,427,20.8,,,0.033324384,1499,NA,NA,NA,,,,,,,,
1511,2566,3,1314,3294,33,1511,2566,,0,,219,549,33,,,0.02100446,1499,NA,NA,NA,,,,,,,,
0,1497,1,18,540,8.7,0,1497,,0,,3,90,8.7,,,0.07967209,1497,5,187.3,0.026695141,,,,,,,,
2568,716,2,1350,2292,15.7,2568,716,,0,,225,382,15.7,,,0.044149502,1497,NA,NA,NA,,,,,,,,
1497,1520,2,546,1338,13.2,1497,1520,,0,,91,223,13.2,,,0.05251115,1497,NA,NA,NA,,,,,,,,
1497,2568,2,546,1350,13.4,1497,2568,,0,,91,225,13.4,,,0.051727402,1497,NA,NA,NA,,,,,,,,
2568,2569,2,1350,3294,32.4,2568,2569,,0,,225,549,32.4,,,0.021393431,1497,NA,NA,NA,,,,,,,,
1520,1566,3,1344,2316,16.2,1520,1566,,0,,224,386,16.2,,,0.042786863,1497,NA,NA,NA,,,,,,,,
716,1726,3,2298,3294,16.6,716,1726,,0,,383,549,16.6,,,0.041755854,1497,NA,NA,NA,,,,,,,,
1520,2831,3,1344,3294,32.5,1520,2831,,0,,224,549,32.5,,,0.021327606,1497,NA,NA,NA,,,,,,,,
716,2877,3,2298,2670,6.2,716,2877,,0,,383,445,6.2,,,0.111797932,1497,NA,NA,NA,,,,,,,,
1566,1734,4,2322,3294,16.2,1566,1734,,0,,387,549,16.2,,,0.042786863,1497,NA,NA,NA,,,,,,,,
1566,2880,4,2322,3294,16.2,1566,2880,,0,,387,549,16.2,,,0.042786863,1497,NA,NA,NA,,,,,,,,
0,933,1,18,600,9.7,0,933,,0,,3,100,9.7,,,0.071458472,933,4,144.2,0.027739251,,,,,,,,
2666,976,2,1464,2910,24.1,2666,976,,0,,244,485,24.1,,,0.028761294,933,NA,NA,NA,,,,,,,,
933,1525,2,606,1446,14,933,1525,,0,,101,241,14,,,0.049510513,933,NA,NA,NA,,,,,,,,
933,2666,2,606,1464,14.3,933,2666,,0,,101,244,14.3,,,0.048471831,933,NA,NA,NA,,,,,,,,
2666,2667,2,1464,2706,20.7,2666,2667,,0,,244,451,20.7,,,0.033485371,933,NA,NA,NA,,,,,,,,
1525,726,3,1452,2478,17.1,1525,726,,0,,242,413,17.1,,,0.040534923,933,NA,NA,NA,,,,,,,,
2575,1777,3,2478,3294,13.6,2575,1777,,0,,413,549,13.6,,,0.050966704,933,NA,NA,NA,,,,,,,,
1525,2575,3,1452,2478,17.1,1525,2575,,0,,242,413,17.1,,,0.040534923,933,NA,NA,NA,,,,,,,,
2575,2576,3,2478,3294,13.6,2575,2576,,0,,413,549,13.6,,,0.050966704,933,NA,NA,NA,,,,,,,,
0,1503,1,18,1470,24.2,0,1503,,0,,3,245,24.2,,,0.028642445,1503,2,77.1,0.025940337,,,,,,,,
1503,730,2,1476,2664,19.8,1503,730,,0,,246,444,19.8,,,0.035007433,1503,NA,NA,NA,,,,,,,,
2577,1408,2,2832,3000,2.8,2577,1408,,0,,472,500,2.8,,,0.247552564,1503,NA,NA,NA,,,,,,,,
1503,2577,2,1476,2832,22.6,1503,2577,,0,,246,472,22.6,,,0.030670229,1503,NA,NA,NA,,,,,,,,
2577,2578,2,2832,3294,7.7,2577,2578,,0,,472,549,7.7,,,0.090019114,1503,NA,NA,NA,,,,,,,,
0,1501,1,18,822,13.4,0,1501,,0,,3,137,13.4,,,0.051727402,1501,2,94.3,0.021208908,,,,,,,,
2590,762,2,1866,2406,9,2590,762,,0,,311,401,9,,,0.077016353,1501,NA,NA,NA,,,,,,,,
1501,952,2,828,2676,30.8,1501,952,,0,,138,446,30.8,,,0.022504779,1501,NA,NA,NA,,,,,,,,
1501,2590,2,828,1866,17.3,1501,2590,,0,,138,311,17.3,,,0.040066311,1501,NA,NA,NA,,,,,,,,
2590,2591,2,1866,3294,23.8,2590,2591,,0,,311,549,23.8,,,0.029123831,1501,NA,NA,NA,,,,,,,,
0,929,1,18,294,4.6,0,929,,0,,3,49,4.6,,,0.15068417,929,4,158,0.025316456,,,,,,,,
2648,960,2,1122,2934,30.2,2648,960,,0,,187,489,30.2,,,0.022951893,929,NA,NA,NA,,,,,,,,
929,1513,2,300,1842,25.7,929,1513,,0,,50,307,25.7,,,0.026970707,929,NA,NA,NA,,,,,,,,
2649,1756,2,2412,3294,14.7,2649,1756,,0,,402,549,14.7,,,0.047152869,929,NA,NA,NA,,,,,,,,
929,2648,2,300,1122,13.7,929,2648,,0,,50,187,13.7,,,0.050594685,929,NA,NA,NA,,,,,,,,
2648,2649,2,1122,2412,21.5,2648,2649,,0,,187,402,21.5,,,0.032239404,929,NA,NA,NA,,,,,,,,
2649,2650,2,2412,2790,6.3,2649,2650,,0,,402,465,6.3,,,0.110023362,929,NA,NA,NA,,,,,,,,
1513,1002,3,1848,2880,17.2,1513,1002,,0,,308,480,17.2,,,0.040299255,929,NA,NA,NA,,,,,,,,
1513,2680,3,1848,3294,24.1,1513,2680,,0,,308,549,24.1,,,0.028761294,929,NA,NA,NA,,,,,,,,
0,938,1,18,498,8,0,938,,0,,3,83,8,,,0.086643398,938,3,148.3,0.020229265,,,,,,,,
2660,973,2,1452,2802,22.5,2660,973,,0,,242,467,22.5,,,0.030806541,938,NA,NA,NA,,,,,,,,
938,1518,2,504,1416,15.2,938,1518,,0,,84,236,15.2,,,0.045601788,938,NA,NA,NA,,,,,,,,
938,2660,2,504,1452,15.8,938,2660,,0,,84,242,15.8,,,0.043870075,938,NA,NA,NA,,,,,,,,
2660,2661,2,1452,2916,24.4,2660,2661,,0,,242,486,24.4,,,0.028407671,938,NA,NA,NA,,,,,,,,
1518,1574,3,1422,3294,31.2,1518,1574,,0,,237,549,31.2,,,0.022216256,938,NA,NA,NA,,,,,,,,
1518,2835,3,1422,3294,31.2,1518,2835,,0,,237,549,31.2,,,0.022216256,938,NA,NA,NA,,,,,,,,
0,1494,1,18,546,8.8,0,1494,,0,,3,91,8.8,,,0.078766725,1494,6,188.9,0.031762837,,,,,,,,
2663,975,2,1464,2742,21.3,2663,975,,0,,244,457,21.3,,,0.032542121,1494,NA,NA,NA,,,,,,,,
1494,1522,2,552,1410,14.3,1494,1522,,0,,92,235,14.3,,,0.048471831,1494,NA,NA,NA,,,,,,,,
2664,1733,2,2322,3294,16.2,2664,1733,,0,,387,549,16.2,,,0.042786863,1494,NA,NA,NA,,,,,,,,
1494,2663,2,552,1464,15.2,1494,2663,,0,,92,244,15.2,,,0.045601788,1494,NA,NA,NA,,,,,,,,
2663,2664,2,1464,2322,14.3,2663,2664,,0,,244,387,14.3,,,0.048471831,1494,NA,NA,NA,,,,,,,,
2664,2665,2,2322,3294,16.2,2664,2665,,0,,387,549,16.2,,,0.042786863,1494,NA,NA,NA,,,,,,,,
1522,970,3,1416,2958,25.7,1522,970,,0,,236,493,25.7,,,0.026970707,1494,NA,NA,NA,,,,,,,,
2658,1771,3,2460,3294,13.9,2658,1771,,0,,410,549,13.9,,,0.049866704,1494,NA,NA,NA,,,,,,,,
975,1910,3,2748,3294,9.1,975,1910,,0,,458,549,9.1,,,0.07617002,1494,NA,NA,NA,,,,,,,,
1522,2658,3,1416,2460,17.4,1522,2658,,0,,236,410,17.4,,,0.039836045,1494,NA,NA,NA,,,,,,,,
2658,2659,3,2460,3294,13.9,2658,2659,,0,,410,549,13.9,,,0.049866704,1494,NA,NA,NA,,,,,,,,
975,2909,3,2748,2904,2.6,975,2909,,0,,458,484,2.6,,,0.266595069,1494,NA,NA,NA,,,,,,,,
0,1490,1,18,594,9.6,0,1490,,0,,3,99,9.6,,,0.072202831,1490,5,166,0.030120482,,,,,,,,
2775,1322,2,2472,3042,9.5,2775,1322,,0,,412,507,9.5,,,0.072962861,1490,NA,NA,NA,,,,,,,,
1490,1526,2,600,1554,15.9,1490,1526,,0,,100,259,15.9,,,0.043594162,1490,NA,NA,NA,,,,,,,,
2774,1577,2,1440,3294,30.9,2774,1577,,0,,240,549,30.9,,,0.022431948,1490,NA,NA,NA,,,,,,,,
1490,2774,2,600,1440,14,1490,2774,,0,,100,240,14,,,0.049510513,1490,NA,NA,NA,,,,,,,,
2774,2775,2,1440,2472,17.2,2774,2775,,0,,240,412,17.2,,,0.040299255,1490,NA,NA,NA,,,,,,,,
2775,2776,2,2472,3294,13.7,2775,2776,,0,,412,549,13.7,,,0.050594685,1490,NA,NA,NA,,,,,,,,
1526,984,3,1560,2880,22,1526,984,,0,,260,480,22,,,0.03150669,1490,NA,NA,NA,,,,,,,,
2670,1461,3,2982,3240,4.3,2670,1461,,0,,497,540,4.3,,,0.161197019,1490,NA,NA,NA,,,,,,,,
1526,2670,3,1560,2982,23.7,1526,2670,,0,,260,497,23.7,,,0.029246716,1490,NA,NA,NA,,,,,,,,
2670,2671,3,2982,3294,5.2,2670,2671,,0,,497,549,5.2,,,0.133297535,1490,NA,NA,NA,,,,,,,,
0,1214,1,18,2148,35.5,0,1214,,0,,3,358,35.5,,,0.019525273,1214,1,69.6,0.014367816,,,,,,,,
1214,1681,2,2154,3294,19,1214,1681,,0,,359,549,19,,,0.036481431,1214,NA,NA,NA,,,,,,,,
1214,2868,2,2154,3060,15.1,1214,2868,,0,,359,510,15.1,,,0.045903787,1214,NA,NA,NA,,,,,,,,
0,1492,1,18,594,9.6,0,1492,,0,,3,99,9.6,,,0.072202831,1492,2,127.3,0.015710919,,,,,,,,
1492,1226,2,600,1488,14.8,1492,1226,,0,,100,248,14.8,,,0.046834269,1492,NA,NA,NA,,,,,,,,
1492,2742,2,600,3294,44.9,1492,2742,,0,,100,549,44.9,,,0.015437576,1492,NA,NA,NA,,,,,,,,
1226,1583,3,1494,3294,30,1226,1583,,0,,249,549,30,,,0.023104906,1492,NA,NA,NA,,,,,,,,
1226,2839,3,1494,3174,28,1226,2839,,0,,249,529,28,,,0.024755256,1492,NA,NA,NA,,,,,,,,
0,1488,1,18,1680,27.7,0,1488,,0,,3,280,27.7,,,0.025023364,1488,3,92.2,0.032537961,,,,,,,,
1488,1258,2,1686,2670,16.4,1488,1258,,0,,281,445,16.4,,,0.042265072,1488,NA,NA,NA,,,,,,,,
2756,2029,2,2946,3294,5.8,2756,2029,,0,,491,549,5.8,,,0.119508135,1488,NA,NA,NA,,,,,,,,
1488,2756,2,1686,2946,21,1488,2756,,0,,281,491,21,,,0.033007009,1488,NA,NA,NA,,,,,,,,
2756,2757,2,2946,3294,5.8,2756,2757,,0,,491,549,5.8,,,0.119508135,1488,NA,NA,NA,,,,,,,,
1258,1868,3,2676,3294,10.3,1258,1868,,0,,446,549,10.3,,,0.067295843,1488,NA,NA,NA,,,,,,,,
1258,2904,3,2676,2988,5.2,1258,2904,,0,,446,498,5.2,,,0.133297535,1488,NA,NA,NA,,,,,,,,
0,1537,1,744,1818,17.9,0,1537,,0,,124,303,17.9,,,0.038723306,1537,1,63.7,0.015698587,,,,,,,,
1537,1263,2,1824,3102,21.3,1537,1263,,0,,304,517,21.3,,,0.032542121,1537,NA,NA,NA,,,,,,,,
1537,2758,2,1824,3294,24.5,1537,2758,,0,,304,549,24.5,,,0.028291722,1537,NA,NA,NA,,,,,,,,
0,1505,1,18,852,13.9,0,1505,,0,,3,142,13.9,,,0.049866704,1505,3,143,0.020979021,,,,,,,,
1505,1538,2,858,1878,17,1505,1538,,0,,143,313,17,,,0.040773364,1505,NA,NA,NA,,,,,,,,
2818,1620,2,1824,3294,24.5,2818,1620,,0,,304,549,24.5,,,0.028291722,1505,NA,NA,NA,,,,,,,,
1505,2818,2,858,1824,16.1,1505,2818,,0,,143,304,16.1,,,0.04305262,1505,NA,NA,NA,,,,,,,,
2818,2819,2,1824,3294,24.5,2818,2819,,0,,304,549,24.5,,,0.028291722,1505,NA,NA,NA,,,,,,,,
1538,1630,3,1884,3294,23.5,1538,1630,,0,,314,549,23.5,,,0.029495625,1505,NA,NA,NA,,,,,,,,
1538,2856,3,1884,3294,23.5,1538,2856,,0,,314,549,23.5,,,0.029495625,1505,NA,NA,NA,,,,,,,,
0,1598,1,1674,1890,3.6,0,1598,,0,,279,315,3.6,,,0.192540883,1598,2,57.9,0.034542314,,,,,,,,
1598,1634,2,1896,3294,23.3,1598,1634,,0,,316,549,23.3,,,0.029748806,1598,NA,NA,NA,,,,,,,,
2858,1956,2,2832,3294,7.7,2858,1956,,0,,472,549,7.7,,,0.090019114,1598,NA,NA,NA,,,,,,,,
1598,2858,2,1896,2832,15.6,1598,2858,,0,,316,472,15.6,,,0.044432512,1598,NA,NA,NA,,,,,,,,
2858,2859,2,2832,3294,7.7,2858,2859,,0,,472,549,7.7,,,0.090019114,1598,NA,NA,NA,,,,,,,,
